major,gender,attendance,homework_completion,lib_borrow,club_participation,class_interaction,exam_score,gpa
社会学院,1,22,0.9988299507652575,6,0,0,71,1.9625925616688336
新闻传播学院,1,21,0.9816762921339143,2,0,8,84,2.351244831326605
新闻传播学院,0,27,0.976212286672786,0,0,5,93,2.9075534287558322
文学院,0,24,0.9244510416255894,5,1,12,67,2.502540798117283
教育学部,1,20,0.688245332673417,1,1,11,83,2.4321003677612945
教育学部,0,31,0.8130530976115128,2,1,18,60,2.092662971843593
心理学部,1,21,0.6897210507299898,4,1,16,84,3.0451994411863637
外国语言文学学院,1,20,0.7038701822355797,7,0,0,93,2.1332270402151687
哲学学院,1,25,0.8443807077745109,1,1,8,73,1.9626367516822765
艺术与传媒学院,1,28,0.6163334181412253,5,1,7,95,2.958858448104613
历史学院,0,30,0.987783426728283,0,0,1,65,2.1557092149929518
新闻传播学院,0,26,0.9674692690311858,6,1,17,68,3.131430986128897
环境学院,1,24,0.752307028863088,3,0,3,60,1.3534097227563215
生命科学学院,1,31,0.8061689792027652,0,0,0,68,1.9440602210724236
文学院,1,22,0.7864477677071036,8,0,11,83,2.3245039804412224
环境学院,1,31,0.9528799114469879,8,0,15,98,4.0
心理学部,1,31,0.8754407505264443,2,1,17,77,3.2058552122403996
化学学院,0,27,0.7112444989697426,5,0,4,98,2.867861731546042
文学院,1,29,0.7787365017861188,6,0,15,77,2.6883350182449886
物理与天文学院,1,23,0.7715863902747055,3,1,8,87,2.356161121361557
教育学部,0,28,0.9837340673135675,5,0,8,61,2.1980346273655123
教育学部,0,24,0.6701243642058559,8,0,1,96,2.511126865686701
人工智能学院,0,25,0.6358305349177716,9,1,13,95,2.9553139751462685
体育与运动学院,0,24,0.9522475328646761,5,0,10,83,2.8413557181645808
社会学院,0,29,0.9586743958023484,6,1,1,94,3.184815503294851
法学院,0,31,0.9486956351648659,5,1,15,65,3.1744593518647464
外国语言文学学院,0,30,0.8043907662502225,6,0,18,76,3.149367046980166
历史学院,0,26,0.8638977713077842,0,1,12,89,3.141988160191612
马克思主义学院,0,26,0.8253452190243935,5,0,16,67,2.4932089161914943
经济与工商管理学院,1,20,0.6277791304217604,8,1,0,69,1.2743793786643454
物理与天文学院,0,21,0.8383339587602889,2,1,18,75,2.366854860971103
艺术与传媒学院,1,26,0.6054456589024403,5,0,15,97,3.127385028629498
新闻传播学院,1,27,0.7299949638228345,3,0,12,85,2.6728384576068285
数学科学学院,1,23,0.9729170303492668,6,1,18,90,3.5032790168673116
经济与工商管理学院,1,25,0.721618107854323,6,0,2,67,1.456771938807694
经济与工商管理学院,1,30,0.9759306570576991,8,0,2,94,3.3504742001903676
社会学院,1,31,0.7000535828596977,3,0,0,93,2.5469663951105534
哲学学院,1,29,0.725824896184613,7,1,2,69,2.005252639009911
人工智能学院,1,22,0.8513629985754214,7,0,15,99,3.2730476740547467
教育学部,0,26,0.904650789115718,7,1,7,71,2.789706416456311
生命科学学院,1,30,0.8005551072019537,7,1,15,86,3.0048215999541767
体育与运动学院,1,22,0.9528462748776622,5,1,12,78,2.6675936952629233
马克思主义学院,1,30,0.6160961686442477,7,0,12,85,3.0370087726415904
社会学院,1,26,0.9688779354537482,5,0,10,74,2.4607722088881228
人工智能学院,0,31,0.6785231199581632,9,0,3,90,2.5255285333527357
艺术与传媒学院,1,30,0.9536954980338623,1,0,3,96,3.1081666760967046
生命科学学院,0,31,0.7603452717945522,2,0,14,77,2.2235013828542476
马克思主义学院,0,30,0.933102822348415,5,0,3,88,3.014294779730826
教育学部,1,27,0.8686662199214781,6,1,7,86,3.0200279770759297
历史学院,1,22,0.6703766529913048,3,1,1,97,2.290696682931853
教育学部,0,21,0.9672190279525794,0,0,14,79,2.6196312107910926
社会学院,1,31,0.6982069561953839,3,1,13,80,2.2964810702799605
教育学部,1,25,0.6976560474779996,5,1,1,88,2.007137044164747
化学学院,0,23,0.9256715586549522,7,1,2,74,2.0278750648905013
化学学院,0,27,0.6423493022290084,3,0,10,81,2.2398510389167443
社会学院,1,21,0.6888143625481842,9,1,6,82,1.9578824201403386
历史学院,1,23,0.801471029368425,0,1,15,63,2.010051173733168
历史学院,1,21,0.9321908114746498,4,1,6,83,2.179765359359847
心理学部,0,21,0.658993589894907,6,0,10,73,1.8475667156449338
社会学院,1,21,0.8190672938049386,5,1,1,96,2.644200786738639
生命科学学院,0,20,0.8844962367211757,2,0,7,80,2.002756736338067
地理科学学部,0,23,0.9442380898863805,6,0,6,98,3.1139218184506334
新闻传播学院,1,21,0.9742262240808879,3,0,5,72,2.0657913549231104
文学院,0,28,0.913855965787573,4,0,15,78,3.2976515557079553
哲学学院,1,28,0.8611313592888008,6,1,10,85,3.009758809845898
教育学部,1,30,0.7734480341251063,1,1,2,95,2.83654054699124
生命科学学院,0,30,0.6448440616753678,3,1,17,92,3.1464896363254304
人工智能学院,1,26,0.8838948770102084,3,1,8,99,3.535873308971179
物理与天文学院,0,25,0.9970949217901948,5,1,16,75,3.1923950013562012
心理学部,0,31,0.8947042378928399,6,1,1,78,2.3455491720865407
教育学部,1,22,0.6066844374950905,3,1,9,96,2.3480355423560844
政府管理学院,1,31,0.7985039912167355,9,1,9,73,2.859567781667924
教育学部,1,26,0.8458586529931615,0,0,16,89,3.2146698706335273
人工智能学院,1,20,0.8758696804411372,0,0,7,90,2.267236694776396
化学学院,0,28,0.8878903342402834,4,1,19,79,3.660544254845791
统计学院,0,23,0.8232433764866096,0,0,5,66,1.421347890620485
新闻传播学院,0,25,0.6893441330936961,2,0,10,96,2.9138404445326342
社会学院,1,25,0.9768802645906187,8,0,4,61,2.3152686963475198
经济与工商管理学院,0,30,0.8786665870654647,2,1,9,81,3.1092793653355497
生命科学学院,0,22,0.6947360147477638,2,0,0,72,1.0287084706075629
政府管理学院,1,23,0.7289287329081091,8,0,7,97,3.014404151215554
地理科学学部,1,30,0.9687710682521479,4,1,3,90,3.2651384269119985
马克思主义学院,1,29,0.9549940746829343,7,1,6,60,1.9990350858832922
文学院,0,22,0.7620585753432358,9,1,18,72,2.5184252862105563
地理科学学部,1,25,0.6153228887965804,8,0,14,76,1.987029793802774
环境学院,0,20,0.6193989475575753,5,0,1,63,1.0
历史学院,0,27,0.7135673163673556,6,1,16,90,3.2985010577410145
马克思主义学院,0,27,0.8516488877355998,6,1,15,92,3.735191738858491
地理科学学部,0,28,0.8336778541338248,6,1,13,73,2.696894173224082
社会学院,0,25,0.853531114777577,3,1,2,80,2.0473199596005798
心理学部,1,20,0.8869131887728426,1,1,18,81,2.6005968947183313
生命科学学院,0,22,0.6076129014370953,1,0,7,64,1.1495786061895492
外国语言文学学院,1,20,0.6420342380689771,6,1,16,96,3.0288069654951713
生命科学学院,0,24,0.7437933807308851,9,0,17,91,3.3030012432803084
数学科学学院,0,22,0.6619439990086327,6,1,0,62,1.0
地理科学学部,1,21,0.6301280170178216,9,0,6,72,1.3784629260035945
经济与工商管理学院,0,22,0.8563857583989327,6,0,3,70,1.693639651603416
体育与运动学院,0,28,0.9261345909964396,7,1,2,97,3.011019224665558
地理科学学部,1,30,0.901050662973713,2,0,18,83,3.531593788942609
政府管理学院,1,27,0.9268159114436717,4,0,9,68,2.3717144160101036
人工智能学院,0,22,0.8663426176231508,5,1,2,72,2.1633641509030928
体育与运动学院,0,30,0.8941381287256809,7,0,1,81,2.4450918418285887
心理学部,0,21,0.7087115096833205,7,0,4,77,1.698826617596491
教育学部,1,24,0.9972032145136658,9,0,16,69,2.7140440885785186
历史学院,0,31,0.6732662617975548,2,1,4,71,1.741251615104925
艺术与传媒学院,1,31,0.685797549755753,3,1,13,89,3.1528224224128945
历史学院,1,31,0.7155687327263387,5,0,15,78,2.783621010398903
文学院,0,20,0.9901329720426315,3,0,13,78,2.5554887946175664
人工智能学院,1,23,0.9953154357415624,9,1,18,69,2.7589918262133484
马克思主义学院,0,27,0.917957499882599,3,1,12,60,2.185425518301057
经济与工商管理学院,0,20,0.8516230394238535,4,0,11,66,1.9297507523440225
地理科学学部,1,24,0.8080250300738454,9,0,15,70,2.641662483658969
地理科学学部,1,31,0.9882483382747382,6,0,16,63,2.8298615989060267
化学学院,1,23,0.878249121143299,1,1,19,95,3.38377188394491
体育与运动学院,1,25,0.9778920513304121,1,0,5,80,3.0069730672847648
历史学院,1,26,0.7266203197910496,9,0,13,81,2.67630309021853
体育与运动学院,1,28,0.7335099169078263,8,0,15,69,2.615078568001498
化学学院,0,20,0.9418898376473742,3,1,2,82,2.023170512791997
社会学院,0,30,0.6599419682341178,4,0,18,64,2.2497916651685483
体育与运动学院,0,29,0.9783711445184303,2,0,6,71,2.6781549284506214
新闻传播学院,1,23,0.802989741865363,1,0,4,89,2.339603420376291
法学院,1,25,0.9705655514334791,9,1,19,92,3.6498719553587478
人工智能学院,1,29,0.7347171154903253,7,0,9,96,2.9647903262282123
人工智能学院,0,26,0.8863835616557587,3,0,8,77,2.576012771944734
统计学院,0,26,0.7931500487890759,0,1,2,63,1.0918178337012376
数学科学学院,1,27,0.8507214520981892,5,0,9,86,3.4129632532258816
新闻传播学院,1,29,0.8017489972556608,5,1,15,82,3.3138903870990033
政府管理学院,1,27,0.9868462469485446,1,1,8,65,2.048277515210143
数学科学学院,1,27,0.8768421591255668,1,1,1,66,1.8141800563494055
教育学部,0,27,0.7005275874505261,7,1,5,78,2.160059721817894
哲学学院,0,31,0.9638707687620338,6,1,4,74,2.9930389962800827
文学院,0,27,0.7176118952620417,1,1,2,81,1.4692135152677015
地理科学学部,1,25,0.7486420397203425,9,0,6,91,2.740125667607736
心理学部,0,28,0.6408494792080853,0,1,14,74,1.897272635360478
哲学学院,1,22,0.9599866079184763,7,0,5,65,2.10030388384626
人工智能学院,1,25,0.7144448092911452,9,1,3,65,1.341151732547693
哲学学院,1,24,0.7035670471725529,1,0,12,65,1.9153171890556877
数学科学学院,0,27,0.9681050391979815,4,0,4,71,2.4266626835141603
外国语言文学学院,0,23,0.9222107449620134,5,1,14,61,1.8996488125194404
哲学学院,1,23,0.6564315686077498,9,0,6,84,1.6062967968766553
政府管理学院,0,29,0.9077298015614723,0,0,6,63,2.097556969748126
外国语言文学学院,1,30,0.9652132392215163,1,1,9,65,2.3566291191900643
哲学学院,1,29,0.6314044872842975,9,0,12,96,3.2128212156254965
马克思主义学院,1,24,0.9300859979618292,3,0,10,97,3.2198318987719676
法学院,0,30,0.8189680207492224,1,1,0,73,2.2166940968772546
文学院,0,25,0.8676789797515203,5,0,19,78,3.2546164527079053
心理学部,1,30,0.7971417355619748,3,0,10,66,2.2588197044934355
新闻传播学院,0,23,0.8791212339621115,2,1,0,77,1.7745280828838585
法学院,0,21,0.6136391446667012,5,0,2,67,1.0
心理学部,0,31,0.9050826892893135,8,0,7,87,3.217473111663926
统计学院,0,31,0.6133374791435834,7,1,12,80,2.3409661679257665
心理学部,1,21,0.7821199390989374,1,0,6,94,2.593156082201064
文学院,0,31,0.6603859972521179,2,1,2,69,1.546378600532642
地理科学学部,1,22,0.9294297109405228,1,1,19,87,3.283780288514932
外国语言文学学院,1,21,0.7254643636702675,9,0,1,78,1.6131812047861087
哲学学院,0,20,0.781637417841733,6,0,17,94,3.106056966061841
统计学院,1,27,0.7715002965193246,8,1,4,87,2.670418121942938
外国语言文学学院,1,31,0.9090007862738826,0,1,17,62,2.5545021744593894
马克思主义学院,0,24,0.7924577439183902,2,1,15,98,3.2673940832557933
人工智能学院,1,29,0.9155833340041384,5,1,6,86,2.9753931028271032
艺术与传媒学院,1,20,0.62940331072107,3,0,0,76,1.0304515321244692
环境学院,0,28,0.676637587161198,9,1,8,74,2.201282059445411
政府管理学院,0,27,0.8206136998585443,9,0,14,98,3.133541185596366
历史学院,0,23,0.978835329901078,0,0,0,81,2.522175600731873
人工智能学院,0,27,0.6299031386887121,8,0,16,79,2.687917069488278
社会学院,0,31,0.6172336864627457,6,0,8,86,2.534751873466526
环境学院,1,29,0.6626202699711422,6,0,14,94,3.279586519822222
历史学院,1,26,0.8564612515440626,0,0,9,64,1.6353795377322458
政府管理学院,0,30,0.7595971666680988,8,0,19,61,2.1442522504079644
统计学院,0,30,0.9302209517670745,7,0,2,79,2.3282922516873534
人工智能学院,1,26,0.6287732605925463,9,1,4,66,1.5680580173322842
化学学院,0,20,0.6785656347258804,4,0,1,95,2.0572281367012897
化学学院,0,25,0.7200105621859583,3,0,5,67,1.5885239365924027
物理与天文学院,1,23,0.850692034675514,0,0,15,86,3.0434497891638723
社会学院,1,29,0.8740690761206189,8,1,11,65,2.05294053206693
心理学部,1,29,0.6496813175855095,7,0,16,83,2.5625122753726086
马克思主义学院,0,29,0.9775218835966958,1,0,11,95,3.5057410709538144
物理与天文学院,1,30,0.7364176540760836,3,0,16,64,2.379733108272596
体育与运动学院,0,31,0.8852675052001132,3,0,6,79,2.75350356573933
新闻传播学院,1,21,0.8096830875790795,6,1,15,79,3.1514956056792984
新闻传播学院,0,29,0.6891032454188426,2,1,17,99,3.224704044398158
经济与工商管理学院,0,26,0.9384913292461644,7,0,7,93,3.3992617153897116
文学院,0,28,0.927295211276772,6,0,17,98,4.0
新闻传播学院,1,24,0.7584287415666761,9,1,1,69,1.9595862958972057
哲学学院,1,27,0.8354430342775422,3,1,8,62,1.8791568341952585
物理与天文学院,1,24,0.7031302783743759,8,1,15,93,2.8259443365028662
政府管理学院,0,26,0.8759406514985206,5,1,16,94,3.746636218162871
体育与运动学院,1,26,0.7236107250481726,2,1,9,96,2.9269573480375257
数学科学学院,1,28,0.937631493752894,6,1,0,97,3.3257596380604566
文学院,0,22,0.6869540417109097,5,0,17,82,2.769063952625491
心理学部,0,20,0.6059213691273856,7,0,14,96,2.5768565637906726
政府管理学院,1,21,0.7074032167871673,4,1,8,80,1.788362973262407
社会学院,1,31,0.6764209945837947,5,1,2,86,2.48395280441908
教育学部,1,25,0.8033145758899697,0,1,15,60,1.9874739414907843
文学院,0,29,0.6814813166626306,7,0,14,68,2.163805377187332
数学科学学院,1,29,0.9052759482877979,0,1,1,62,1.552524161845245
教育学部,0,31,0.6965482552016016,2,0,9,97,3.1063495673428214
历史学院,0,28,0.8827872719650622,1,0,3,95,3.120835613524643
社会学院,1,22,0.8313883692054896,5,1,18,93,3.0487816589805714
法学院,1,29,0.9944999425887537,7,1,16,89,3.945600040742314
历史学院,0,21,0.9999603908036927,7,0,9,90,3.3054658850506025
马克思主义学院,0,30,0.9478104333269319,6,0,5,89,3.600151581641275
数学科学学院,1,20,0.9039933477195005,6,0,0,75,1.8759151141236188
心理学部,1,21,0.7545825656002295,7,1,10,88,2.9109967690456116
新闻传播学院,1,22,0.9013106908525215,4,1,15,65,2.4935296688322612
地理科学学部,0,26,0.9826702148317963,2,1,19,73,3.3370079868908085
社会学院,0,21,0.6093510301581776,1,0,6,69,1.0
马克思主义学院,1,24,0.8151658800790955,2,1,2,83,2.661901613954896
外国语言文学学院,0,21,0.6871993217553738,2,1,13,95,2.7030699587275735
政府管理学院,0,26,0.8231505263475402,6,1,3,83,2.4971566314573157
马克思主义学院,1,29,0.7865788359035565,0,0,8,66,1.9099600020524885
数学科学学院,0,27,0.8303074326209138,6,1,14,96,3.8033374063773886
历史学院,1,27,0.8203848885674897,5,1,11,99,3.8532571426171063
政府管理学院,1,27,0.9840428156674248,9,1,15,97,4.0
历史学院,0,29,0.8208744435738944,1,1,18,84,3.1610037580532135
法学院,0,28,0.9384928352499469,9,1,13,93,4.0
马克思主义学院,1,20,0.7279281147203386,0,0,3,60,1.0
统计学院,0,31,0.7752402755164196,8,0,5,87,2.7055325623844664
历史学院,1,20,0.788165390417924,1,0,10,88,2.126411335311748
法学院,0,29,0.7114912173341519,3,0,3,91,2.4099035531733417
政府管理学院,0,21,0.7519161045911821,8,0,7,64,1.7361837899973367
外国语言文学学院,0,30,0.8394052317867101,8,1,8,93,3.3324680319469375
艺术与传媒学院,1,25,0.832075105321813,0,0,1,85,2.1845359831245497
统计学院,0,20,0.8545741378293922,1,0,19,72,2.5008746239701893
文学院,1,24,0.7407271661680565,1,1,2,71,1.4606833447738898
新闻传播学院,1,24,0.7263325980612229,1,0,5,81,1.7170627523479016
法学院,1,23,0.8446471531016653,7,0,1,68,1.3543971164336335
数学科学学院,0,30,0.6531446993710099,7,0,7,65,2.006724130995305
政府管理学院,1,24,0.701212617412856,9,0,19,95,3.2085856801306925
生命科学学院,1,31,0.616851094781198,7,1,7,69,1.7656069358054303
新闻传播学院,0,20,0.629044341038432,3,1,2,96,1.7133267211794951
历史学院,1,30,0.6973533117042435,7,0,16,91,3.2404786151981915
物理与天文学院,1,30,0.6078117121187676,6,0,10,63,1.7866151746763264
体育与运动学院,0,25,0.6981642368349846,7,1,2,63,1.2611291499153774
数学科学学院,1,26,0.8619905292248105,0,0,11,72,2.3867342951034924
经济与工商管理学院,0,27,0.6244428313875732,2,1,13,75,1.6984428530912452
法学院,1,21,0.7746946711178564,9,1,0,85,2.1334132306702878
地理科学学部,1,26,0.9652435147678198,5,0,11,92,3.3828696768226774
文学院,0,25,0.9165139315701604,0,0,17,63,2.081842047401056
化学学院,1,28,0.7221750009179428,3,0,3,85,1.9143272454736322
外国语言文学学院,1,27,0.9699221916766588,8,0,2,68,2.1064846796971457
法学院,1,30,0.73185859869909,6,0,16,70,2.3043192997594044
马克思主义学院,0,23,0.6290061985350249,0,0,12,64,1.4075325073989342
环境学院,0,28,0.9976223827072455,5,0,16,97,4.0
社会学院,0,20,0.9480090108756687,5,0,16,91,3.3689631225886694
经济与工商管理学院,0,30,0.7863731133204369,1,0,18,88,3.374766796183624
环境学院,0,25,0.8665506096769615,5,0,4,97,2.6888511424801607
外国语言文学学院,1,27,0.868491231142668,9,1,7,99,3.603398640275448
环境学院,0,30,0.6777928922921841,1,0,1,87,2.2744013431318626
化学学院,0,30,0.680019453261453,7,0,8,83,2.583401270355587
经济与工商管理学院,0,23,0.7878322813407304,6,1,6,78,2.163530092989242
经济与工商管理学院,1,21,0.9646292560550792,5,1,15,60,2.1306467953159234
法学院,1,30,0.6039975099434283,9,0,11,64,1.9132987121728726
生命科学学院,0,21,0.9130022543797437,5,1,4,82,2.3376166588002487
法学院,1,29,0.6230107134858617,8,0,5,78,2.21566049442697
艺术与传媒学院,1,20,0.7912888459532471,8,1,16,61,2.028261308565807
环境学院,1,24,0.8551491332293906,9,1,14,61,2.228807264688014
艺术与传媒学院,1,25,0.8747037068329859,9,1,9,68,2.30178710187448
人工智能学院,0,23,0.6233917054463646,1,0,2,77,1.303330214253307
社会学院,0,23,0.7674414469535873,2,1,6,75,1.8704188609870678
外国语言文学学院,1,24,0.8335349042009299,9,1,1,98,2.9118411590760376
经济与工商管理学院,1,24,0.6264182149224028,6,1,12,68,1.501233914169035
历史学院,1,28,0.6540378226381239,9,1,13,82,2.7343793042598756
外国语言文学学院,1,27,0.8654595958016154,8,1,3,92,3.0392868793182184
艺术与传媒学院,0,28,0.8086552786362606,5,1,7,97,2.9725551701829964
艺术与传媒学院,1,22,0.6647314645073162,0,0,4,93,2.0964486582070387
政府管理学院,0,22,0.8140957347658934,6,0,11,85,2.6554947954924457
艺术与传媒学院,1,20,0.9650769493777663,0,0,11,76,2.2562291446352702
